wire_id,customer_id,amount_cad,debit_credit,transaction_date,transaction_time
WIR00000000000001313,SYNCID0000004586,16085.88,debit,2023-01-11,00:00:00
WIR00000000000001314,SYNCID0000004586,15608.79,debit,2022-12-07,00:00:00
WIR00000000000001315,SYNCID0000004586,497.73,debit,2023-01-06,00:00:00
WIR00000000000001316,SYNCID0000004586,4608.42,debit,2022-11-30,00:00:00
WIR00000000000001317,SYNCID0000004586,15334.68,debit,2022-11-02,00:00:00
WIR00000000000001318,SYNCID0000004586,3028.11,debit,2022-12-21,00:00:00
WIR00000000000001319,SYNCID0000004596,6246.39,debit,2022-12-05,00:00:00
WIR00000000000001320,SYNCID0000004596,7173.44,credit,2023-01-10,00:00:00
WIR00000000000001321,SYNCID0000004596,8495.13,credit,2022-11-04,00:00:00
WIR00000000000001322,SYNCID0000004596,63865.59,debit,2023-01-22,00:00:00
WIR00000000000001323,SYNCID0000004596,10298.12,debit,2022-11-10,00:00:00
WIR00000000000001324,SYNCID0000004596,38351.95,credit,2023-01-13,00:00:00
WIR00000000000001325,SYNCID0000004596,833.36,debit,2023-01-18,00:00:00
WIR00000000000001326,SYNCID0000004596,8334.07,debit,2022-11-24,00:00:00
WIR00000000000001327,SYNCID0000004596,656.39,debit,2022-11-10,00:00:00
WIR00000000000001328,SYNCID0000004596,14818.05,debit,2022-12-23,00:00:00
WIR00000000000001329,SYNCID0000004609,202340.13,debit,2022-12-12,00:00:00
WIR00000000000001330,SYNCID0000004638,11008.61,debit,2022-12-21,00:00:00
WIR00000000000001331,SYNCID0000004696,24497.69,debit,2022-11-04,00:00:00
WIR00000000000001332,SYNCID0000004696,1762.04,debit,2022-12-08,00:00:00
WIR00000000000001333,SYNCID0000004696,5789.8,debit,2022-11-02,00:00:00
WIR00000000000001334,SYNCID0000004696,22815.6,debit,2022-12-15,00:00:00
WIR00000000000001335,SYNCID0000004696,18316.13,debit,2023-01-19,00:00:00
WIR00000000000001336,SYNCID0000004696,11269.94,credit,2023-01-31,00:00:00
WIR00000000000001337,SYNCID0000004696,3529.08,debit,2023-01-06,00:00:00
WIR00000000000001338,SYNCID0000004696,96159.1,credit,2022-11-03,00:00:00
WIR00000000000001339,SYNCID0000004701,3594.38,debit,2022-12-23,00:00:00
WIR00000000000001340,SYNCID0000004701,38585.03,debit,2023-01-23,00:00:00
WIR00000000000001341,SYNCID0000004701,155.34,debit,2023-01-17,00:00:00
WIR00000000000001342,SYNCID0000004701,27985.55,debit,2022-12-30,00:00:00
WIR00000000000001343,SYNCID0000004701,152.39,debit,2022-12-29,00:00:00
WIR00000000000001344,SYNCID0000004701,50513.34,debit,2022-12-02,00:00:00
WIR00000000000001345,SYNCID0000004701,8942.02,debit,2022-12-28,00:00:00
WIR00000000000001346,SYNCID0000004701,3096.46,debit,2022-12-22,00:00:00
WIR00000000000001347,SYNCID0000004701,22183.59,debit,2022-11-25,00:00:00
WIR00000000000001348,SYNCID0000004701,105617.54,debit,2022-12-12,00:00:00
WIR00000000000001349,SYNCID0000004701,4332.06,debit,2022-12-03,00:00:00
WIR00000000000001350,SYNCID0000004701,5407.44,debit,2022-12-07,00:00:00
WIR00000000000001351,SYNCID0000004701,2298.32,debit,2023-01-18,00:00:00
WIR00000000000001352,SYNCID0000004701,20830.69,debit,2023-01-31,00:00:00
WIR00000000000001353,SYNCID0000004701,7068.47,debit,2023-01-30,00:00:00
WIR00000000000001354,SYNCID0000004745,14555.33,credit,2023-01-10,00:00:00
WIR00000000000001355,SYNCID0000004770,44266.09,credit,2022-12-06,00:00:00
WIR00000000000001356,SYNCID0000004770,31942.94,credit,2022-11-10,00:00:00
WIR00000000000001357,SYNCID0000004770,221116.06,credit,2023-01-30,00:00:00
WIR00000000000001358,SYNCID0000004770,8023.69,credit,2022-11-02,00:00:00
WIR00000000000001359,SYNCID0000004770,10374.68,credit,2022-12-30,00:00:00
WIR00000000000001360,SYNCID0000004770,2924.16,credit,2023-01-13,00:00:00
WIR00000000000001361,SYNCID0000004770,2828.6,credit,2022-12-12,00:00:00
WIR00000000000001362,SYNCID0000004770,267567.33,credit,2022-12-05,00:00:00
WIR00000000000001363,SYNCID0000004770,3088.33,credit,2022-11-30,00:00:00
WIR00000000000001364,SYNCID0000004775,1981.22,debit,2023-01-27,00:00:00
WIR00000000000001365,SYNCID0000004846,6281.58,debit,2023-01-31,00:00:00
WIR00000000000001366,SYNCID0000004852,1230.45,credit,2022-11-17,00:00:00
WIR00000000000001367,SYNCID0000004858,26113.66,debit,2022-11-14,00:00:00
WIR00000000000001368,SYNCID0000004858,3473.33,credit,2022-12-17,00:00:00
WIR00000000000001369,SYNCID0000004858,567.95,debit,2022-11-02,00:00:00
WIR00000000000001370,SYNCID0000004858,49557.73,credit,2022-12-21,00:00:00
WIR00000000000001371,SYNCID0000004858,159.26,debit,2023-01-04,00:00:00
WIR00000000000001372,SYNCID0000004864,6365.8,debit,2022-11-07,00:00:00
WIR00000000000001373,SYNCID0000004874,69703.78,credit,2022-11-24,00:00:00
WIR00000000000001374,SYNCID0000004874,2231.44,credit,2022-12-12,00:00:00
WIR00000000000001375,SYNCID0000004874,945.48,credit,2022-12-28,00:00:00
WIR00000000000001376,SYNCID0000004874,30253.28,credit,2023-01-27,00:00:00
WIR00000000000001377,SYNCID0000004874,15962.56,credit,2023-01-30,00:00:00
WIR00000000000001378,SYNCID0000004874,1378.53,credit,2022-11-20,00:00:00
WIR00000000000001379,SYNCID0000004874,311.17,credit,2023-01-06,00:00:00
WIR00000000000001380,SYNCID0000004874,34947.85,credit,2022-12-08,00:00:00
WIR00000000000001381,SYNCID0000004874,954.27,credit,2023-01-11,00:00:00
WIR00000000000001382,SYNCID0000004884,22787.36,credit,2023-01-19,00:00:00
WIR00000000000001383,SYNCID0000004884,5078.97,debit,2022-12-01,00:00:00
WIR00000000000001384,SYNCID0000004884,18938.92,credit,2023-01-10,00:00:00
WIR00000000000001385,SYNCID0000004884,29060.35,credit,2023-01-12,00:00:00
WIR00000000000001386,SYNCID0000004884,19551.18,credit,2022-12-16,00:00:00
WIR00000000000001387,SYNCID0000004884,13809.63,credit,2023-01-12,00:00:00
WIR00000000000001388,SYNCID0000004884,45638.73,debit,2022-12-12,00:00:00
WIR00000000000001389,SYNCID0000004884,2245.7,debit,2022-11-07,00:00:00
WIR00000000000001390,SYNCID0000004884,331.13,credit,2022-12-08,00:00:00
WIR00000000000001391,SYNCID0000004884,7796.74,debit,2022-12-09,00:00:00
WIR00000000000001392,SYNCID0000004884,55244.82,credit,2023-01-04,00:00:00
WIR00000000000001393,SYNCID0000004891,17762.26,credit,2023-01-10,00:00:00
WIR00000000000001394,SYNCID0000004895,19335.17,credit,2023-01-31,00:00:00
WIR00000000000001395,SYNCID0000004895,737.74,credit,2023-01-13,00:00:00
WIR00000000000001396,SYNCID0000004895,5142.72,credit,2022-12-02,00:00:00
WIR00000000000001397,SYNCID0000004895,8679.87,credit,2022-11-15,00:00:00
WIR00000000000001398,SYNCID0000004895,518.03,credit,2022-11-23,00:00:00
WIR00000000000001399,SYNCID0000004895,3149.39,credit,2022-12-28,00:00:00
WIR00000000000001400,SYNCID0000004895,13483.65,credit,2022-12-29,00:00:00
WIR00000000000001401,SYNCID0000004895,2465.96,credit,2022-11-24,00:00:00
WIR00000000000001402,SYNCID0000004895,148502.22,credit,2023-01-05,00:00:00
WIR00000000000001403,SYNCID0000004900,127.85,credit,2023-01-30,00:00:00
WIR00000000000001405,SYNCID0000004913,14312.49,credit,2023-01-04,00:00:00
WIR00000000000001406,SYNCID0000004913,10910.46,debit,2022-12-20,00:00:00
WIR00000000000001407,SYNCID0000004930,14259.23,debit,2023-01-10,00:00:00
WIR00000000000001408,SYNCID0000004942,4842.97,debit,2022-11-15,00:00:00
WIR00000000000001409,SYNCID0000004977,447.97,debit,2022-11-02,00:00:00
WIR00000000000001410,SYNCID0000004977,6924.7,debit,2023-01-04,00:00:00
WIR00000000000001411,SYNCID0000004977,22869.0,debit,2022-12-13,00:00:00
WIR00000000000001412,SYNCID0000005002,34146.08,credit,2022-12-13,00:00:00
WIR00000000000001413,SYNCID0000005027,125.62,credit,2022-12-07,00:00:00
WIR00000000000001414,SYNCID0000005027,50128.73,credit,2022-11-07,00:00:00
WIR00000000000001415,SYNCID0000005027,10460.27,credit,2022-11-01,00:00:00
WIR00000000000001416,SYNCID0000005106,4808.91,debit,2023-01-30,00:00:00
WIR00000000000001417,SYNCID0000005106,18558.53,debit,2023-01-31,00:00:00
WIR00000000000001418,SYNCID0000005106,1885.31,debit,2022-11-09,00:00:00
WIR00000000000001419,SYNCID0000005127,2678.81,debit,2022-12-12,00:00:00
WIR00000000000001420,SYNCID0000005132,9257.59,credit,2022-11-15,00:00:00
WIR00000000000001421,SYNCID0000005142,46124.23,credit,2023-01-23,00:00:00
WIR00000000000001422,SYNCID0000005143,700624.76,debit,2023-01-06,00:00:00
WIR00000000000001423,SYNCID0000005143,522296.21,debit,2023-01-06,00:00:00
WIR00000000000001424,SYNCID0000005163,58665.94,credit,2022-11-15,00:00:00
WIR00000000000001425,SYNCID0000005185,557.11,debit,2022-11-03,00:00:00
WIR00000000000001426,SYNCID0000005185,9592.83,debit,2022-12-07,00:00:00
WIR00000000000001427,SYNCID0000005185,111977.97,debit,2022-12-14,00:00:00
WIR00000000000001428,SYNCID0000005185,81556.17,credit,2022-12-12,00:00:00
WIR00000000000001429,SYNCID0000005185,33924.02,credit,2022-12-01,00:00:00
WIR00000000000001430,SYNCID0000005185,1202.58,debit,2022-12-20,00:00:00
WIR00000000000001431,SYNCID0000005233,144376.22,credit,2022-11-14,00:00:00
WIR00000000000001432,SYNCID0000005233,1185.87,credit,2022-11-28,00:00:00
WIR00000000000001433,SYNCID0000005233,11567.81,credit,2022-12-21,00:00:00
WIR00000000000001434,SYNCID0000005233,4273.83,credit,2023-01-16,00:00:00
WIR00000000000001435,SYNCID0000005233,14590.37,credit,2022-12-13,00:00:00
WIR00000000000001436,SYNCID0000005233,30910.85,credit,2022-12-29,00:00:00
WIR00000000000001437,SYNCID0000005233,23818.01,credit,2023-01-30,00:00:00
WIR00000000000001438,SYNCID0000005233,36808.77,credit,2022-12-09,00:00:00
WIR00000000000001439,SYNCID0000005233,6880.22,credit,2022-11-29,00:00:00
WIR00000000000001440,SYNCID0000005233,1425.24,credit,2022-11-29,00:00:00
WIR00000000000001441,SYNCID0000005233,9851.93,debit,2022-11-15,00:00:00
WIR00000000000001442,SYNCID0000005233,15397.19,credit,2022-11-02,00:00:00
WIR00000000000001443,SYNCID0000005244,28070.12,debit,2023-01-26,00:00:00
WIR00000000000001444,SYNCID0000005244,4139.94,credit,2022-12-12,00:00:00
WIR00000000000001445,SYNCID0000005244,4758.03,credit,2022-11-15,00:00:00
WIR00000000000001446,SYNCID0000005244,333.07,debit,2023-01-30,00:00:00
WIR00000000000001447,SYNCID0000005244,4499.63,credit,2023-01-09,00:00:00
WIR00000000000001448,SYNCID0000005264,93502.7,credit,2022-11-02,00:00:00
WIR00000000000001449,SYNCID0000005281,864.29,credit,2022-12-05,00:00:00
WIR00000000000001450,SYNCID0000005290,53885.62,credit,2022-11-22,00:00:00
WIR00000000000001451,SYNCID0000005290,1705.66,debit,2022-12-29,00:00:00
WIR00000000000001452,SYNCID0000005290,128495.38,debit,2023-01-17,00:00:00
WIR00000000000001453,SYNCID0000005302,96227.3,debit,2022-12-21,00:00:00
WIR00000000000001454,SYNCID0000005302,25023.75,credit,2022-11-14,00:00:00
WIR00000000000001455,SYNCID0000005333,49992.87,credit,2022-12-12,00:00:00
WIR00000000000001456,SYNCID0000005356,69917.96,debit,2022-12-21,00:00:00
WIR00000000000001457,SYNCID0000005360,242380.01,credit,2022-11-07,00:00:00
WIR00000000000001458,SYNCID0000005370,665.88,credit,2022-11-14,00:00:00
WIR00000000000001459,SYNCID0000005380,106669.56,debit,2023-01-26,00:00:00
WIR00000000000001460,SYNCID0000005425,9197.68,debit,2022-11-16,00:00:00
WIR00000000000001461,SYNCID0000005444,8864.85,debit,2023-01-05,00:00:00
WIR00000000000001462,SYNCID0000005444,7011.39,debit,2022-11-22,00:00:00
WIR00000000000001463,SYNCID0000005444,25967.8,debit,2022-12-13,00:00:00
WIR00000000000001464,SYNCID0000005444,9284.95,debit,2022-12-15,00:00:00
WIR00000000000001465,SYNCID0000005444,55556.56,debit,2023-01-12,00:00:00
WIR00000000000001466,SYNCID0000005444,22098.64,credit,2022-12-20,00:00:00
WIR00000000000001467,SYNCID0000005444,19027.38,debit,2023-01-19,00:00:00
WIR00000000000001468,SYNCID0000005444,310464.37,debit,2023-01-26,00:00:00
WIR00000000000001469,SYNCID0000005444,939.99,debit,2023-01-23,00:00:00
WIR00000000000001470,SYNCID0000005444,9172.29,debit,2022-12-20,00:00:00
WIR00000000000001477,SYNCID0000005457,1489.93,credit,2022-12-22,00:00:00
WIR00000000000001478,SYNCID0000005474,55205.87,credit,2022-12-22,00:00:00
WIR00000000000001479,SYNCID0000005510,58025.84,credit,2022-11-03,00:00:00
WIR00000000000001480,SYNCID0000005538,88.11,debit,2022-12-20,00:00:00
WIR00000000000001481,SYNCID0000005538,94736.99,credit,2022-12-14,00:00:00
WIR00000000000001482,SYNCID0000005538,22.07,debit,2022-11-15,00:00:00
WIR00000000000001483,SYNCID0000005538,3978.97,debit,2022-12-14,00:00:00
WIR00000000000001484,SYNCID0000005538,1987.44,credit,2022-12-08,00:00:00
WIR00000000000001485,SYNCID0000005538,2016.27,credit,2022-11-25,00:00:00
WIR00000000000001486,SYNCID0000005538,1408.45,credit,2022-12-07,00:00:00
WIR00000000000001487,SYNCID0000005538,52671.62,credit,2022-11-01,00:00:00
WIR00000000000001488,SYNCID0000005538,21122.1,credit,2023-01-10,00:00:00
WIR00000000000001489,SYNCID0000005538,274.78,credit,2022-12-07,00:00:00
WIR00000000000001490,SYNCID0000005538,22871.89,credit,2022-12-30,00:00:00
WIR00000000000001491,SYNCID0000005538,1292855.51,credit,2023-01-26,00:00:00
WIR00000000000001492,SYNCID0000005538,1362.1,credit,2023-01-27,00:00:00
WIR00000000000001493,SYNCID0000005538,846.35,credit,2022-12-09,00:00:00
WIR00000000000001494,SYNCID0000005538,1861.57,credit,2023-01-03,00:00:00
WIR00000000000001495,SYNCID0000005538,255.15,credit,2022-11-15,00:00:00
WIR00000000000001496,SYNCID0000005538,3210585.04,credit,2022-12-16,00:00:00
WIR00000000000001497,SYNCID0000005538,514.42,credit,2022-11-07,00:00:00
WIR00000000000001498,SYNCID0000005538,212232.16,credit,2023-01-13,00:00:00
WIR00000000000001499,SYNCID0000005538,4731.55,credit,2023-01-23,00:00:00
WIR00000000000001500,SYNCID0000005538,160.9,credit,2022-12-07,00:00:00
WIR00000000000001501,SYNCID0000005538,390075.04,debit,2022-12-21,00:00:00
WIR00000000000001502,SYNCID0000005538,40140.3,debit,2022-12-07,00:00:00
WIR00000000000001503,SYNCID0000005538,12024.11,credit,2022-12-02,00:00:00
WIR00000000000001504,SYNCID0000005538,35052.04,credit,2023-01-17,00:00:00
WIR00000000000001505,SYNCID0000005538,39.83,credit,2022-12-22,00:00:00
WIR00000000000001506,SYNCID0000005538,98.65,debit,2022-11-15,00:00:00
WIR00000000000001507,SYNCID0000005538,216084.94,credit,2022-11-23,00:00:00
WIR00000000000001508,SYNCID0000005538,584.17,credit,2023-01-20,00:00:00
WIR00000000000001509,SYNCID0000005538,18715.96,credit,2022-12-29,00:00:00
WIR00000000000001510,SYNCID0000005538,1317.2,credit,2022-12-21,00:00:00
WIR00000000000001511,SYNCID0000005538,73012.09,credit,2022-11-04,00:00:00
WIR00000000000001512,SYNCID0000005538,136745.66,credit,2022-12-06,00:00:00
WIR00000000000001513,SYNCID0000005538,716.32,debit,2022-12-16,00:00:00
WIR00000000000001514,SYNCID0000005538,79478.38,credit,2022-12-23,00:00:00
WIR00000000000001515,SYNCID0000005538,26683.77,credit,2022-11-07,00:00:00
WIR00000000000001516,SYNCID0000005573,6470.03,debit,2023-01-07,00:00:00
WIR00000000000001517,SYNCID0000005573,21.25,debit,2022-11-15,00:00:00
WIR00000000000001518,SYNCID0000005573,1703.92,credit,2023-01-25,00:00:00
WIR00000000000001519,SYNCID0000005573,1469.98,debit,2022-11-23,00:00:00
WIR00000000000001520,SYNCID0000005573,72701.44,credit,2023-01-10,00:00:00
WIR00000000000001521,SYNCID0000005573,8032.26,debit,2023-01-25,00:00:00
WIR00000000000001522,SYNCID0000005573,41956.97,debit,2022-12-22,00:00:00
WIR00000000000001523,SYNCID0000005573,2112.23,debit,2022-11-25,00:00:00
WIR00000000000001524,SYNCID0000005573,10059.95,credit,2023-01-19,00:00:00
WIR00000000000001525,SYNCID0000005573,52318.12,credit,2023-01-30,00:00:00
WIR00000000000001526,SYNCID0000005573,1219.31,debit,2023-01-12,00:00:00
WIR00000000000001527,SYNCID0000005573,1821.96,credit,2023-01-12,00:00:00
WIR00000000000001528,SYNCID0000005573,8620.01,credit,2022-12-14,00:00:00
WIR00000000000001529,SYNCID0000005573,3567.6,debit,2022-12-22,00:00:00
WIR00000000000001530,SYNCID0000005573,51.34,debit,2023-01-30,00:00:00
WIR00000000000001531,SYNCID0000005573,38189.42,debit,2023-01-10,00:00:00
WIR00000000000001532,SYNCID0000005573,127001.68,credit,2022-11-21,00:00:00
WIR00000000000001533,SYNCID0000005573,4304.22,debit,2022-11-01,00:00:00
WIR00000000000001534,SYNCID0000005573,14258.33,credit,2023-01-27,00:00:00
WIR00000000000001535,SYNCID0000005573,573.49,debit,2022-11-07,00:00:00
WIR00000000000001536,SYNCID0000005573,88693.66,debit,2022-11-18,00:00:00
WIR00000000000001537,SYNCID0000005573,13555.95,credit,2022-11-02,00:00:00
WIR00000000000001538,SYNCID0000005573,832.35,debit,2023-01-13,00:00:00
WIR00000000000001539,SYNCID0000005573,519.33,debit,2022-12-14,00:00:00
WIR00000000000001540,SYNCID0000005573,33668.83,credit,2022-12-22,00:00:00
WIR00000000000001541,SYNCID0000005599,13953.59,credit,2023-01-05,00:00:00
WIR00000000000001542,SYNCID0000005646,5007.91,credit,2022-12-28,00:00:00
WIR00000000000001543,SYNCID0000005646,435123.66,credit,2022-12-09,00:00:00
WIR00000000000001544,SYNCID0000005646,41593.37,credit,2023-01-09,00:00:00
WIR00000000000001545,SYNCID0000005646,6204.23,credit,2022-11-09,00:00:00
WIR00000000000001546,SYNCID0000005646,161321.26,credit,2022-12-07,00:00:00
WIR00000000000001547,SYNCID0000005658,65117.83,credit,2023-01-17,00:00:00
WIR00000000000001548,SYNCID0000005658,32261.6,credit,2023-01-01,00:00:00
WIR00000000000001549,SYNCID0000005658,60447.16,credit,2022-12-23,00:00:00
WIR00000000000001550,SYNCID0000005666,14800.41,credit,2022-11-09,00:00:00
WIR00000000000001551,SYNCID0000005666,2359.53,debit,2022-12-21,00:00:00
WIR00000000000001552,SYNCID0000005666,79786.94,debit,2022-12-29,00:00:00
WIR00000000000001553,SYNCID0000005666,34355.26,debit,2023-01-30,00:00:00
WIR00000000000001554,SYNCID0000005666,10636.26,debit,2022-12-13,00:00:00
WIR00000000000001555,SYNCID0000005666,24115.21,debit,2022-12-20,00:00:00
WIR00000000000001556,SYNCID0000005666,3551.73,debit,2022-12-01,00:00:00
WIR00000000000001557,SYNCID0000005666,4090.79,credit,2023-01-27,00:00:00
WIR00000000000001558,SYNCID0000005666,20962.18,debit,2023-01-14,00:00:00
WIR00000000000001559,SYNCID0000005666,3819.87,credit,2023-01-20,00:00:00
WIR00000000000001560,SYNCID0000005725,4030.29,debit,2023-01-31,00:00:00
WIR00000000000001561,SYNCID0000005725,18087.89,debit,2022-12-19,00:00:00
WIR00000000000001562,SYNCID0000005728,353.61,debit,2022-11-15,00:00:00
WIR00000000000001563,SYNCID0000005730,7159.46,credit,2023-01-27,00:00:00
WIR00000000000001564,SYNCID0000005730,12258.76,credit,2022-12-29,00:00:00
WIR00000000000001565,SYNCID0000005730,5478.68,credit,2022-11-12,00:00:00
WIR00000000000001566,SYNCID0000005730,283804.3,credit,2022-12-19,00:00:00
WIR00000000000001567,SYNCID0000005730,891.75,credit,2022-12-08,00:00:00
WIR00000000000001568,SYNCID0000005730,7819.07,credit,2022-12-15,00:00:00
WIR00000000000001569,SYNCID0000005730,10221.97,credit,2022-11-17,00:00:00
WIR00000000000001570,SYNCID0000005730,2.23,credit,2022-11-04,00:00:00
WIR00000000000001571,SYNCID0000005730,47115.95,debit,2023-01-24,00:00:00
WIR00000000000001572,SYNCID0000005730,62953.11,debit,2022-11-10,00:00:00
WIR00000000000001573,SYNCID0000005730,27416.83,debit,2022-11-22,00:00:00
WIR00000000000001574,SYNCID0000005730,15048.99,debit,2023-01-13,00:00:00
WIR00000000000001575,SYNCID0000005730,40907.76,credit,2023-01-10,00:00:00
WIR00000000000001576,SYNCID0000005730,6098.76,credit,2023-01-05,00:00:00
WIR00000000000001577,SYNCID0000005730,363745.55,debit,2023-01-31,00:00:00
WIR00000000000001578,SYNCID0000005756,3708.87,debit,2022-12-22,00:00:00
WIR00000000000001579,SYNCID0000005768,104962.82,credit,2023-01-11,00:00:00
WIR00000000000001580,SYNCID0000005768,19203.26,credit,2022-11-14,00:00:00
WIR00000000000001581,SYNCID0000005768,845715.27,credit,2022-12-01,00:00:00
WIR00000000000001582,SYNCID0000005768,54678.34,credit,2022-12-16,00:00:00
WIR00000000000001583,SYNCID0000005768,13114.48,credit,2022-11-14,00:00:00
WIR00000000000001584,SYNCID0000005768,34165.34,credit,2022-12-05,00:00:00
WIR00000000000001585,SYNCID0000005768,201.49,credit,2022-12-16,00:00:00
WIR00000000000001586,SYNCID0000005768,21890.8,credit,2022-11-21,00:00:00
WIR00000000000001587,SYNCID0000005768,2095.26,debit,2022-11-21,00:00:00
WIR00000000000001588,SYNCID0000005768,917.17,credit,2023-01-05,00:00:00
WIR00000000000001589,SYNCID0000005768,12415.21,credit,2023-01-10,00:00:00
WIR00000000000001590,SYNCID0000005768,9525.99,credit,2022-11-06,00:00:00
WIR00000000000001591,SYNCID0000005768,22708.83,credit,2022-11-29,00:00:00
WIR00000000000001592,SYNCID0000005768,51822.95,credit,2023-01-27,00:00:00
WIR00000000000001593,SYNCID0000005768,55753.62,debit,2023-01-04,00:00:00
WIR00000000000001594,SYNCID0000005768,61189.95,credit,2022-12-12,00:00:00
WIR00000000000001595,SYNCID0000005768,21788.73,credit,2022-12-16,00:00:00
WIR00000000000001596,SYNCID0000005768,4155.21,credit,2022-12-22,00:00:00
WIR00000000000001597,SYNCID0000005768,19796.01,credit,2022-11-30,00:00:00
WIR00000000000001598,SYNCID0000005768,31431.56,debit,2022-12-14,00:00:00
WIR00000000000001599,SYNCID0000005768,102888.79,debit,2022-12-28,00:00:00
WIR00000000000001600,SYNCID0000005768,3929.56,credit,2022-11-14,00:00:00
WIR00000000000001601,SYNCID0000005768,819.04,debit,2023-01-03,00:00:00
WIR00000000000001602,SYNCID0000005768,105352.46,credit,2022-11-23,00:00:00
WIR00000000000001603,SYNCID0000005768,11709.06,debit,2022-11-03,00:00:00
WIR00000000000001604,SYNCID0000005768,9841.01,credit,2023-01-04,00:00:00
WIR00000000000001605,SYNCID0000005768,84539.04,credit,2022-11-21,00:00:00
WIR00000000000001606,SYNCID0000005768,2696.57,debit,2023-01-20,00:00:00
WIR00000000000001607,SYNCID0000005768,27513.55,credit,2022-11-10,00:00:00
WIR00000000000001608,SYNCID0000005768,39738.96,credit,2023-01-30,00:00:00
WIR00000000000001609,SYNCID0000005768,76577.05,credit,2022-11-25,00:00:00
WIR00000000000001610,SYNCID0000005768,209961.6,debit,2022-11-30,00:00:00
WIR00000000000001611,SYNCID0000005768,27382.01,credit,2022-12-12,00:00:00
WIR00000000000001612,SYNCID0000005768,8535.59,debit,2022-12-07,00:00:00
WIR00000000000001613,SYNCID0000005768,69585.77,debit,2023-01-16,00:00:00
WIR00000000000001614,SYNCID0000005768,25598.17,credit,2022-11-29,00:00:00
WIR00000000000001615,SYNCID0000005768,2402.46,credit,2022-11-10,00:00:00
WIR00000000000001616,SYNCID0000005768,14123.63,credit,2023-01-04,00:00:00
WIR00000000000001617,SYNCID0000005768,81421.5,debit,2022-12-20,00:00:00
WIR00000000000001618,SYNCID0000005768,1822.09,credit,2023-01-19,00:00:00
WIR00000000000001619,SYNCID0000005768,189242.13,credit,2022-11-16,00:00:00
WIR00000000000001620,SYNCID0000005768,4292.72,debit,2022-12-07,00:00:00
WIR00000000000001621,SYNCID0000005779,13510.47,debit,2022-11-30,00:00:00
WIR00000000000001622,SYNCID0000005779,370649.12,debit,2023-01-19,00:00:00
WIR00000000000001623,SYNCID0000005779,171829.37,debit,2022-12-20,00:00:00
WIR00000000000001624,SYNCID0000005779,588868.0,debit,2023-01-23,00:00:00
WIR00000000000001625,SYNCID0000005779,842162.8,debit,2023-01-31,00:00:00
WIR00000000000001626,SYNCID0000005779,18809.51,debit,2023-01-03,00:00:00
WIR00000000000001627,SYNCID0000005779,1470.76,debit,2022-12-09,00:00:00
WIR00000000000001628,SYNCID0000005779,4583223.5,debit,2022-11-24,00:00:00
WIR00000000000001629,SYNCID0000005779,334803.57,credit,2022-11-25,00:00:00
WIR00000000000001630,SYNCID0000005779,264749.03,credit,2022-11-10,00:00:00
WIR00000000000001631,SYNCID0000005779,99981.85,debit,2022-11-01,00:00:00
WIR00000000000001632,SYNCID0000005779,907480.18,credit,2023-01-27,00:00:00
WIR00000000000001633,SYNCID0000005779,25965.98,credit,2022-11-01,00:00:00
WIR00000000000001634,SYNCID0000005779,589662.85,debit,2022-12-13,00:00:00
WIR00000000000001635,SYNCID0000005779,107885.05,debit,2022-12-13,00:00:00
WIR00000000000001636,SYNCID0000005779,16452412.51,debit,2023-01-20,00:00:00
WIR00000000000001637,SYNCID0000005779,285367.4,debit,2022-11-01,00:00:00
WIR00000000000001638,SYNCID0000005779,11052.49,debit,2023-01-18,00:00:00
WIR00000000000001639,SYNCID0000005779,598011.79,debit,2023-01-25,00:00:00
WIR00000000000001640,SYNCID0000005779,425371.14,credit,2022-12-05,00:00:00
WIR00000000000001641,SYNCID0000005779,162085.49,credit,2022-11-16,00:00:00
WIR00000000000001642,SYNCID0000005832,131.39,credit,2022-11-25,00:00:00
WIR00000000000001643,SYNCID0000005840,27135.96,credit,2023-01-21,00:00:00
WIR00000000000001644,SYNCID0000005870,16224.47,credit,2022-11-22,00:00:00
WIR00000000000001645,SYNCID0000005907,21831.32,debit,2022-11-17,00:00:00
WIR00000000000001646,SYNCID0000005910,10161.29,debit,2022-11-16,00:00:00
WIR00000000000001647,SYNCID0000005918,485.0,debit,2022-11-10,00:00:00
WIR00000000000001648,SYNCID0000005918,78987.71,credit,2022-11-07,00:00:00
WIR00000000000001649,SYNCID0000005918,11899.2,credit,2022-11-22,00:00:00
WIR00000000000001650,SYNCID0000005918,816.35,debit,2022-11-23,00:00:00
WIR00000000000001651,SYNCID0000005936,4413.47,debit,2023-01-31,00:00:00
WIR00000000000001652,SYNCID0000005945,11401.78,debit,2022-11-02,00:00:00
WIR00000000000001653,SYNCID0000005945,820.01,debit,2022-12-20,00:00:00
WIR00000000000001654,SYNCID0000005945,7231.52,debit,2022-11-25,00:00:00
WIR00000000000001655,SYNCID0000005945,828.55,debit,2023-01-17,00:00:00
WIR00000000000001656,SYNCID0000005945,1149.32,credit,2022-11-10,00:00:00
WIR00000000000001657,SYNCID0000005945,237577.69,debit,2023-01-10,00:00:00
WIR00000000000001658,SYNCID0000005945,85762.74,debit,2022-12-21,00:00:00
WIR00000000000001659,SYNCID0000005945,800.03,debit,2022-11-02,00:00:00
WIR00000000000001660,SYNCID0000005945,38153.32,debit,2022-12-06,00:00:00
