customer_id,country,province,city,industry_code,employee_count,sales,established_date,onboard_date
SYNCID0000001129,CA,ON,PICKERING,7215,,,2019-03-15,2019-08-13
SYNCID0000001130,CA,ON,TORONTO,9799,0.0,0.0,2012-06-03,
SYNCID0000001131,CA,ON,GRAVENHURST,9726,1.0,0.0,2022-11-14,2023-01-01
SYNCID0000001132,CA,ON,BARRIE,0133,3.0,755605.0,1997-11-25,2000-10-21
SYNCID0000001134,CA,ON,HUNTSVILLE,7731,,0.0,2023-01-04,2023-02-01
SYNCID0000001135,CA,QC,other,8653,15.0,1430047.0,2009-05-30,
SYNCID0000001136,CA,ON,NORTH YORK,6031,1.0,,,2022-10-20
SYNCID0000001137,CA,ON,TORONTO,9699,0.0,0.0,2018-11-05,2018-11-23
SYNCID0000001138,CA,ON,MILTON,4561,1.0,0.0,2022-05-26,
SYNCID0000001139,CA,ON,SUDBURY,7721,1.0,0.0,2022-01-09,2023-06-04
SYNCID0000001140,CA,ON,LONDON,7799,1.0,0.0,2020-03-20,2020-07-13
SYNCID0000001141,CA,ON,THUNDER BAY,8651,4.0,0.0,,1992-04-08
SYNCID0000001142,CA,AB,COCHRANE,4272,1.0,70893.0,2020-02-24,
SYNCID0000001143,CA,BC,KELOWNA,9659,4.0,176360.0,2013-02-21,2013-10-31
SYNCID0000001145,CA,,other,8651,0.0,0.0,1985-03-30,1991-01-07
SYNCID0000001147,CA,ON,MISSISSAUGA,other,5.0,1455514.0,1998-05-28,
SYNCID0000001148,CA,ON,WATERLOO,9641,1.0,21993.0,2015-09-10,2021-07-30
SYNCID0000001149,CA,,other,8651,2.0,425369.0,,2008-12-17
SYNCID0000001150,CA,AB,CALGARY,,6.0,0.0,2021-09-25,2021-10-16
SYNCID0000001151,CA,BC,BURNABY,9651,0.0,0.0,1988-06-15,2000-07-10
SYNCID0000001152,CA,BC,DAWSON CREEK,7749,2.0,,2010-04-25,2009-07-09
SYNCID0000001154,CA,NL,GANDER,6239,,1664939.0,,1986-04-11
SYNCID0000001155,CA,QC,WESTMOUNT,,2.0,170306.0,,2001-01-30
SYNCID0000001156,CA,AB,EDMONTON,7752,1.0,0.0,2022-08-29,2022-09-07
SYNCID0000001157,CA,,other,2499,1.0,,2006-01-31,
SYNCID0000001158,CA,,other,other,1.0,0.0,2023-03-23,2023-04-04
SYNCID0000001160,CA,AB,RED DEER,4411,1.0,60037.0,,2023-03-21
SYNCID0000001162,CA,QC,SAINT-LAURENT,4239,,221679.0,2019-09-07,2019-11-03
SYNCID0000001163,CA,AB,EDMONTON,7752,,1733374.0,2007-04-18,2007-12-18
SYNCID0000001164,CA,,other,9799,1.0,27291.0,1992-08-03,1991-11-17
SYNCID0000001165,CA,AB,EDMONTON,9654,0.0,0.0,1981-04-09,1991-10-29
SYNCID0000001166,CA,,other,0162,2.0,99778.0,1991-08-26,1991-09-14
SYNCID0000001167,CA,ON,GRIMSBY,other,15.0,1119168.0,1972-07-29,1989-01-22
SYNCID0000001168,CA,,other,0229,0.0,0.0,,
SYNCID0000001169,CA,,other,7215,,0.0,2015-03-29,2016-11-26
SYNCID0000001173,CA,,other,4561,,93035.0,2016-12-30,2017-01-01
SYNCID0000001174,CA,BC,BURNABY,,,272077.0,2000-01-12,2000-02-21
SYNCID0000001175,CA,QC,QUEBEC,6413,2.0,510440.0,2013-11-08,2013-12-04
SYNCID0000001176,CA,QC,LONGUEUIL,4119,2.0,0.0,2022-09-02,2022-10-10
SYNCID0000001177,CA,,other,0211,1.0,286992.0,2020-11-01,
SYNCID0000001178,CA,,other,9659,0.0,11176.0,2017-10-27,
SYNCID0000001179,CA,,other,4013,2.0,62986.0,,2021-12-31
SYNCID0000001180,CA,ON,COLLINGWOOD,8651,0.0,0.0,2017-10-07,2017-10-21
SYNCID0000001181,CA,BC,FORT ST. JOHN,7751,2.0,111534.0,2008-09-18,2008-11-25
SYNCID0000001182,CA,ON,PARRY SOUND,7611,1.0,133920.0,2017-04-16,
SYNCID0000001183,CA,MB,other,other,1.0,0.0,2023-09-06,2023-11-10
SYNCID0000001184,CA,ON,TORONTO,4013,1.0,445140.0,2018-05-20,2020-08-13
SYNCID0000001185,CA,NS,HALIFAX,other,0.0,0.0,2015-07-27,2016-04-10
SYNCID0000001186,CA,ON,NEW LISKEARD,8652,,0.0,2022-03-27,
SYNCID0000001187,CA,,other,7292,0.0,0.0,2023-10-09,2023-11-26
SYNCID0000001189,CA,ON,TORONTO,8653,2.0,356734.0,2014-09-28,
SYNCID0000001190,CA,ON,SCARBOROUGH,other,3.0,177244.0,2017-02-18,2017-09-04
SYNCID0000001191,CA,ON,RICHMOND,9712,6.0,342508.0,,
SYNCID0000001192,CA,ON,BRAMPTON,7759,1.0,0.0,,2019-02-16
SYNCID0000001193,CA,,other,9799,1.0,36271.0,2017-09-08,
SYNCID0000001194,CA,ON,LONDON,9799,0.0,0.0,1998-11-10,
SYNCID0000001195,CA,ON,PEMBROKE,3244,2.0,186983.0,2013-12-17,2004-07-10
SYNCID0000001196,CA,ON,SCARBOROUGH,9639,1.0,0.0,2023-03-01,
SYNCID0000001197,CA,,other,4013,1.0,0.0,2021-11-13,
SYNCID0000001198,CA,,other,6351,3.0,324059.0,2009-09-21,2017-01-22
SYNCID0000001200,CA,,other,9712,4.0,243083.0,2011-09-08,2011-10-02
SYNCID0000001201,CA,AB,CALGARY,7211,1.0,58752.0,2019-07-29,2020-03-22
SYNCID0000001202,CA,ON,BRAMPTON,other,1.0,0.0,,2021-12-14
SYNCID0000001203,CA,,other,0311,0.0,0.0,,1997-12-26
SYNCID0000001204,CA,QC,LAVAL,7511,0.0,0.0,1912-04-27,1992-08-19
SYNCID0000001205,CA,ON,PETROLIA,0231,1.0,444144.0,2008-03-26,2008-10-14
SYNCID0000001206,CA,ON,KINGSTON,9861,1.0,0.0,2022-04-20,
SYNCID0000001207,CA,,other,7215,1.0,316565.0,2013-11-13,
SYNCID0000001208,CA,ON,NIAGARA FALLS,9839,1.0,,1993-06-18,
SYNCID0000001209,CA,BC,PORT MOODY,7771,1.0,0.0,,
SYNCID0000001210,CA,,other,8653,15.0,1189590.0,2012-08-23,2012-10-26
SYNCID0000001211,CA,ON,TORONTO,7292,1.0,53758.0,,
SYNCID0000001212,CA,ON,ORLEANS,other,,,,2018-08-16
SYNCID0000001213,CA,ON,LONDON,7759,,246781.0,2011-03-29,2020-10-13
SYNCID0000001214,CA,AB,CHESTERMERE,4214,1.0,82062.0,2022-04-28,2022-08-29
SYNCID0000001216,CA,ON,NORTH YORK,7511,0.0,,1971-05-05,2018-01-16
SYNCID0000001217,CA,ON,KITCHENER,7215,,0.0,2009-08-19,2011-05-05
SYNCID0000001218,CA,ON,TECUMSEH,7215,1.0,33588.0,2018-02-05,2019-06-12
SYNCID0000001219,CA,ON,KINGSTON,7759,1.0,0.0,2022-05-12,2022-12-31
SYNCID0000001220,CA,ON,LONDON,7215,1.0,67805.0,,2007-08-29
SYNCID0000001221,CA,BC,KELOWNA,6311,35.0,46150175.0,1968-09-20,
SYNCID0000001222,CA,SK,SASKATOON,7771,1.0,0.0,2022-09-06,2022-12-02
SYNCID0000001223,CA,ON,BANCROFT,other,6.0,373595.0,2000-05-23,2000-12-10
SYNCID0000001224,CA,QC,BROSSARD,7215,0.0,0.0,2016-09-20,2016-12-19
SYNCID0000001225,CA,QC,LAVAL,7799,0.0,18613.0,,2000-11-14
SYNCID0000001227,CA,AB,CALGARY,7771,1.0,158885.0,2021-06-15,
SYNCID0000001228,CA,,other,7292,0.0,0.0,2021-07-17,
SYNCID0000001229,CA,ON,,6031,,,2017-06-22,2017-09-02
SYNCID0000001230,CA,ON,GUELPH,other,1.0,1.0,1985-03-17,
SYNCID0000001231,CA,QC,BLAINVILLE,7215,0.0,0.0,2016-09-02,2016-10-15
SYNCID0000001232,CA,ON,OTTAWA,7215,2.0,274403.0,2010-01-16,2010-02-12
SYNCID0000001233,CA,ON,NORTH YORK,8652,1.0,103475.0,2013-05-30,2013-07-05
SYNCID0000001234,CA,ON,LONDON,0139,0.0,268749.0,2007-03-07,2008-11-02
SYNCID0000001235,CA,ON,MISSISSAUGA,8652,20.0,973033.0,2009-06-28,2015-10-18
SYNCID0000001236,CA,SK,SASKATOON,4561,1.0,100576.0,2014-09-12,
SYNCID0000001237,CA,NL,GANDER,6331,1.0,4924716.0,2000-08-27,2000-10-15
SYNCID0000001238,CA,ON,RICHMOND HILL,4232,3.0,0.0,2023-03-05,
SYNCID0000001239,CA,ON,OTTAWA,0311,5.0,84386.0,2016-02-29,2016-09-20
SYNCID0000001240,CA,ON,TORONTO,6012,2.0,91659.0,2011-08-14,2011-09-29
SYNCID0000001241,CA,ON,TORONTO,7215,0.0,0.0,,
SYNCID0000001242,CA,ON,SAULT STE. MARIE,7721,,0.0,2018-10-25,
SYNCID0000001243,CA,AB,EDMONTON,,10.0,2669489.0,,2013-10-29
SYNCID0000001244,CA,ON,PEMBROKE,7215,0.0,33505.0,2014-07-21,2015-09-23
SYNCID0000001245,CA,,other,9999,,,2012-07-22,2014-04-03
SYNCID0000001246,CA,ON,BRANTFORD,7611,1.0,103298.0,2010-11-16,2006-06-09
SYNCID0000001247,CA,ON,WINDSOR,6582,1.0,240302.0,2005-07-27,
SYNCID0000001248,CA,ON,OAKVILLE,8651,0.0,0.0,2022-11-17,
SYNCID0000001249,CA,ON,OAKVILLE,other,0.0,0.0,2013-08-25,2014-08-03
SYNCID0000001250,CA,,other,3299,3.0,1817916.0,,
SYNCID0000001251,CA,NB,other,9713,1.0,55326.0,2007-03-14,2022-05-04
SYNCID0000001252,CA,ON,BRAMPTON,6331,1.0,1.0,2011-03-18,2023-07-17
SYNCID0000001254,CA,ON,TORONTO,8651,0.0,0.0,2017-02-14,2017-11-12
SYNCID0000001255,CA,ON,WINDSOR,9799,2.0,145835.0,2014-11-10,
SYNCID0000001256,CA,MB,WINNIPEG,other,2.0,2381648.0,2020-12-30,2021-11-22
SYNCID0000001257,CA,AB,OKOTOKS,6312,,718627.0,2012-06-29,2012-08-18
SYNCID0000001258,CA,,other,4261,,0.0,2016-12-26,2016-12-29
SYNCID0000001259,CA,AB,other,other,4.0,0.0,2023-06-11,2023-12-20
SYNCID0000001260,CA,ON,NORTH YORK,7721,4.0,0.0,,
SYNCID0000001261,CA,,other,4239,6.0,607473.0,2013-01-18,2021-01-21
SYNCID0000001262,CA,,other,6331,4.0,2501434.0,1991-02-08,1992-10-21
SYNCID0000001263,CA,ON,MARKHAM,6031,2.0,0.0,2023-05-16,2024-08-19
SYNCID0000001264,CA,,other,other,2.0,449424.0,2001-02-07,2001-02-22
SYNCID0000001265,CA,QC,SAINT-LAURENT,0929,1.0,575096.0,2012-05-08,2021-08-03
SYNCID0000001266,CA,ON,AURORA,4821,0.0,0.0,1998-01-01,1998-07-20
SYNCID0000001267,CA,BC,FORT ST JOHN,7511,,114356.0,2005-08-22,
SYNCID0000001268,CA,ON,TORONTO,8653,2.0,397271.0,2013-06-24,2016-09-20
SYNCID0000001269,CA,ON,MARKHAM,3199,2.0,44222.0,2010-05-16,2010-12-20
SYNCID0000001270,CA,ON,HAMILTON,7215,,0.0,2023-03-17,
SYNCID0000001271,CA,QC,MONT-ROYAL,,1.0,128806.0,2020-08-14,
SYNCID0000001272,CA,ON,TORONTO,7759,2.0,76924.0,2001-04-23,2008-10-26
SYNCID0000001273,CA,ON,AJAX,6331,6.0,0.0,2016-02-24,2016-03-29
SYNCID0000001275,CA,AB,CALGARY,other,1.0,0.0,2019-05-20,
SYNCID0000001276,CA,ON,SUDBURY,9211,0.0,0.0,,
SYNCID0000001277,CA,BC,SURREY,4274,1.0,0.0,2023-07-30,2023-09-28
SYNCID0000001278,CA,ON,BARRIE,6413,8.0,,2000-03-05,
SYNCID0000001279,CA,BC,,9214,10.0,658460.0,2007-07-26,
SYNCID0000001280,CA,ON,WHITBY,9639,,167568.0,1985-02-14,2013-03-10
SYNCID0000001281,CA,,other,4112,85.0,,,2013-12-03
SYNCID0000001282,CA,ON,TORONTO,9211,0.0,,,
SYNCID0000001283,CA,QC,GATINEAU,8653,10.0,,2011-03-23,2012-09-27
SYNCID0000001284,CA,AB,CALGARY,4241,1.0,0.0,2023-01-02,
SYNCID0000001285,CA,QC,DORVAL,4561,20.0,2411472.0,2019-02-05,2019-03-06
SYNCID0000001286,CA,QC,VAUDREUIL-DORION,6031,4.0,1561393.0,1996-03-30,1996-10-28
SYNCID0000001287,CA,ON,RUSSELL,9659,5.0,163975.0,2011-07-15,2011-12-09
SYNCID0000001288,CA,ON,TORONTO,7731,,100389.0,2006-07-09,2006-08-10
SYNCID0000001289,CA,,other,other,1.0,96.0,2007-12-09,2007-12-10
SYNCID0000001291,CA,,other,7761,,0.0,,2020-12-11
SYNCID0000001292,CA,ON,MISSISSAUGA,,1.0,34374.0,2019-02-23,
SYNCID0000001293,CA,,other,7292,1.0,1.0,2013-10-16,2017-04-16
SYNCID0000001294,CA,AB,BARRHEAD,8641,0.0,0.0,2009-01-14,2009-06-21
SYNCID0000001296,CA,QC,BOUCHERVILLE,7761,20.0,1955122.0,2012-08-01,2012-09-10
SYNCID0000001297,CA,BC,LANGLEY,other,,204706.0,2011-03-24,2014-01-26
SYNCID0000001298,CA,ON,LONDON,6012,,0.0,2022-12-29,2022-12-31
SYNCID0000001299,CA,ON,,6342,1.0,0.0,2023-11-05,2023-12-07
SYNCID0000001300,CA,MB,WINNIPEG,5622,1.0,0.0,2021-03-21,2021-04-27
SYNCID0000001301,CA,BC,RICHMOND,9641,8.0,552475.0,2011-06-10,2012-05-20
SYNCID0000001302,CA,QC,other,4241,6.0,0.0,2022-01-17,2022-09-11
SYNCID0000001303,CA,ON,ETOBICOKE,other,1.0,2907772.0,1960-05-26,1966-08-18
SYNCID0000001304,CA,ON,ETOBICOKE,7215,1.0,57005.0,1995-02-10,1995-12-01
SYNCID0000001305,CA,ON,ORILLIA,9951,3.0,60309.0,2014-06-10,
SYNCID0000001306,CA,,other,other,,,1980-09-19,1992-04-10
SYNCID0000001307,CA,ON,TORONTO,7215,0.0,1.0,2018-11-12,2018-12-04
SYNCID0000001308,CA,,other,other,,,2018-07-29,2018-09-29
SYNCID0000001309,CA,ON,STONEY CREEK,7512,,14399.0,2019-11-30,2019-12-18
SYNCID0000001310,CA,,other,4013,,,2000-06-14,
SYNCID0000001311,CA,AB,VALLEYVIEW,0711,2.0,,2021-01-19,2021-08-08
SYNCID0000001312,CA,ON,BARRIE,8661,1.0,0.0,,2023-10-23
SYNCID0000001313,CA,,other,0711,2.0,0.0,2023-11-28,2023-12-22
SYNCID0000001314,CA,ON,MARKHAM,9659,0.0,0.0,1991-12-25,2000-09-14
SYNCID0000001315,CA,NS,NEW GLASGOW,7292,0.0,,2022-09-15,2022-12-26
SYNCID0000001316,CA,ON,TORONTO,,,,2014-04-24,2014-05-13
SYNCID0000001317,CA,ON,OAKVILLE,9659,2.0,0.0,2015-09-06,2016-10-03
SYNCID0000001318,CA,ON,ACTON,7722,2.0,126350.0,,2014-12-04
SYNCID0000001319,CA,ON,SCARBOROUGH,7761,0.0,0.0,2016-07-02,2016-07-13
SYNCID0000001320,CA,ON,BRAMPTON,7215,1.0,173879.0,2003-12-21,2004-08-26
SYNCID0000001321,CA,ON,WOODBRIDGE,7721,1.0,0.0,2015-06-08,2015-11-09
SYNCID0000001322,CA,ON,COBDEN,8666,3.0,301646.0,2009-04-23,2009-10-22
SYNCID0000001323,CA,ON,KEMPTVILLE,8651,,501195.0,2016-02-29,2021-01-19
SYNCID0000001324,CA,,other,7611,1.0,111958.0,2003-03-30,2013-03-23
SYNCID0000001325,CA,MB,WINNIPEG,7215,1.0,21614.0,,2012-10-01
SYNCID0000001326,CA,ON,OTTAWA,4299,1.0,173678.0,2006-04-16,
SYNCID0000001327,CA,ON,KITCHENER,7215,5.0,1973539.0,2020-03-21,2020-04-15
SYNCID0000001328,CA,ON,STONEY CREEK,7215,,464427.0,,2019-08-05
SYNCID0000001329,CA,ON,TORONTO,8669,5.0,1632340.0,2005-10-29,2005-12-16
SYNCID0000001330,CA,,other,other,1.0,,2017-06-02,2018-07-03
SYNCID0000001331,CA,ON,MISSISSAUGA,7215,0.0,0.0,2009-07-25,2009-07-31
SYNCID0000001332,CA,,other,8653,0.0,651275.0,2018-08-23,2021-11-17
SYNCID0000001333,CA,ON,BOWMANVILLE,9861,1.0,1.0,,1991-12-29
SYNCID0000001334,CA,SK,SASKATOON,4214,1.0,54349.0,2011-03-02,2012-11-15
SYNCID0000001335,CA,,other,7611,1.0,0.0,2018-12-06,
SYNCID0000001336,CA,ON,MISSISSAUGA,0412,4.0,701114.0,1999-07-16,1999-09-07
SYNCID0000001337,CA,ON,MISSISSAUGA,6213,,0.0,2019-08-08,2019-10-07
SYNCID0000001338,CA,,other,6599,,0.0,2020-04-14,2020-11-26
SYNCID0000001339,CA,BC,VANCOUVER,7721,1.0,0.0,,2022-12-07
SYNCID0000001340,CA,BC,TERRACE,6342,1.0,1481592.0,,2002-06-10
SYNCID0000001341,CA,,other,9659,1.0,,,2014-12-31
SYNCID0000001342,CA,ON,COLLINGWOOD,7761,2.0,0.0,2021-03-12,2021-06-22
SYNCID0000001343,CA,AB,EDMONTON,8653,1.0,,2012-02-03,2011-11-19
SYNCID0000001344,CA,ON,OTTAWA,7611,3.0,,,2010-11-07
SYNCID0000001345,CA,AB,CALGARY,9712,1.0,40710.0,2012-12-06,2012-12-14
SYNCID0000001346,CA,AB,CALGARY,other,1.0,,2020-10-28,2020-11-09
SYNCID0000001347,CA,ON,MISSISSAUGA,4561,2.0,1283831.0,1999-11-18,
SYNCID0000001348,CA,AB,CALGARY,7771,1.0,0.0,,2021-11-30
SYNCID0000001349,CA,MB,WINNIPEG,4561,15.0,1188124.0,2020-12-10,2022-01-14
SYNCID0000001350,CA,,other,7731,1.0,105482.0,2008-10-30,2008-12-11
SYNCID0000001351,CA,ON,TORONTO,7771,1.0,,2001-08-26,1901-10-17
SYNCID0000001352,CA,AB,,7739,1.0,13206.0,,2012-04-08
SYNCID0000001353,CA,,other,4821,2.0,131050.0,,2016-09-28
SYNCID0000001354,CA,ON,ETOBICOKE,8641,,0.0,2010-05-26,2012-08-01
SYNCID0000001355,CA,AB,CALGARY,7722,,,2021-08-03,2021-09-08
SYNCID0000001356,CA,ON,NORTH YORK,7771,1.0,268822.0,2001-02-03,2001-05-25
SYNCID0000001357,CA,ON,NEPEAN,4561,,0.0,2023-02-25,
SYNCID0000001358,CA,ON,ETOBICOKE,0239,,0.0,2021-01-08,2021-12-24
SYNCID0000001359,CA,NS,HALIFAX,4216,1.0,41334.0,2016-04-19,2021-10-28
SYNCID0000001360,CA,,other,other,0.0,0.0,1970-01-03,1991-02-17
SYNCID0000001361,CA,AB,CALGARY,7215,0.0,0.0,2013-09-28,2013-11-03
SYNCID0000001362,CA,,other,7215,1.0,286492.0,2014-12-17,2014-12-23
SYNCID0000001364,CA,NB,FREDERICTON,5219,0.0,333013.0,1974-08-10,1994-12-13
SYNCID0000001365,CA,AB,CALGARY,7611,2.0,0.0,2023-12-06,2023-12-09
SYNCID0000001366,CA,AB,SHERWOOD PARK,other,15.0,195592.0,2019-08-18,2019-10-07
SYNCID0000001367,CA,ON,RICHMOND HILL,7215,,1.0,2013-07-29,2016-04-19
SYNCID0000001368,CA,ON,MISSISSAUGA,other,4.0,44740.0,2002-11-18,2002-12-14
SYNCID0000001369,CA,,other,9861,0.0,0.0,1999-08-09,1999-09-28
SYNCID0000001370,CA,ON,BRAMPTON,7721,1.0,0.0,2019-02-25,2019-07-28
SYNCID0000001371,CA,ON,OTTAWA,9631,1.0,0.0,2017-08-07,2017-09-25
SYNCID0000001372,CA,NL,other,7721,1.0,4628.0,2015-04-13,2015-07-29
SYNCID0000001373,CA,,other,4239,,162978.0,,2013-09-07
SYNCID0000001374,CA,ON,,9713,1.0,0.0,2023-07-08,2023-12-21
SYNCID0000001375,CA,ON,BELLEVILLE,7771,1.0,0.0,2023-12-16,2023-12-25
SYNCID0000001376,CA,ON,WASAGA BEACH,4261,3.0,420767.0,2019-05-28,
SYNCID0000001377,CA,BC,WEST KELOWNA,7215,2.0,1.0,2015-08-06,2023-02-26
SYNCID0000001378,CA,BC,MAPLE RIDGE,7771,2.0,227398.0,2021-01-22,2023-03-08
SYNCID0000001379,CA,MB,WINNIPEG,7761,6.0,970754.0,2007-08-10,
SYNCID0000001380,CA,ON,NEWMARKET,9959,0.0,0.0,2004-03-29,2004-11-18
SYNCID0000001381,CA,ON,NORTH YORK,7771,2.0,37604.0,2019-10-29,2022-03-22
SYNCID0000001382,CA,,other,9659,2.0,584362.0,2012-07-07,
SYNCID0000001384,CA,ON,LONDON,9112,1.0,0.0,2021-09-03,2021-12-19
SYNCID0000001385,CA,ON,LONDON,7512,,24832.0,1906-05-22,1901-12-05
SYNCID0000001386,CA,BC,TERRACE,6531,1.0,402937.0,2020-06-06,2023-11-24
SYNCID0000001387,CA,,other,other,1.0,0.0,2023-10-21,2023-11-22
SYNCID0000001389,CA,,other,other,0.0,0.0,2023-12-05,2023-12-30
SYNCID0000001390,CA,ON,TORONTO,7749,15.0,,,2020-02-28
SYNCID0000001391,CA,ON,MISSISSAUGA,9631,0.0,0.0,,2011-07-03
SYNCID0000001392,CA,BC,BURNABY,,1.0,0.0,2023-04-22,2023-06-22
SYNCID0000001393,CA,ON,TORONTO,9631,1.0,0.0,2018-05-06,2018-06-27
SYNCID0000001394,CA,ON,PICKERING,7771,1.0,122317.0,2012-02-24,2013-12-12
SYNCID0000001396,CA,ON,TORONTO,other,6.0,1767062.0,2004-06-11,2004-08-29
SYNCID0000001397,CA,BC,KELOWNA,7215,1.0,0.0,2021-05-10,2021-06-13
SYNCID0000001398,CA,ON,OAKVILLE,0511,0.0,0.0,1991-09-17,1992-10-08
SYNCID0000001399,CA,,other,4119,9.0,4630473.0,1978-04-28,1977-02-18
SYNCID0000001400,CA,BC,VICTORIA,4277,,67555.0,2015-05-27,
SYNCID0000001401,CA,BC,NEW WESTMINSTER,7215,1.0,0.0,,2020-07-12
SYNCID0000001402,CA,ON,GEORGETOWN,7799,1.0,0.0,2018-12-26,
SYNCID0000001403,CA,,other,other,1.0,33969.0,,2006-12-28
SYNCID0000001404,CA,ON,WASAGA BEACH,other,2.0,,2014-07-22,2015-02-07
SYNCID0000001405,CA,NS,DARTMOUTH,other,,0.0,1971-09-25,2014-01-06
SYNCID0000001406,CA,ON,KINGSTON,7511,2.0,33038.0,,2022-06-20
SYNCID0000001407,CA,NS,HALIFAX,0919,1.0,0.0,2022-08-20,2022-11-28
SYNCID0000001408,CA,BC,SURREY,4013,2.0,0.0,,2021-10-23
SYNCID0000001409,CA,QC,QUEBEC,4275,1.0,15952.0,2003-04-28,2009-04-11
SYNCID0000001410,CA,ON,KITCHENER,other,1.0,8680.0,2000-04-15,2000-06-06
SYNCID0000001411,CA,QC,REPENTIGNY,7721,,0.0,2023-05-01,2023-08-12
SYNCID0000001412,CA,ON,KITCHENER,9953,0.0,,2017-10-26,2017-12-29
SYNCID0000001413,CA,ON,RICHMOND HILL,7731,1.0,134177.0,2003-11-04,2003-11-13
SYNCID0000001414,CA,ON,NORTH YORK,7771,1.0,0.0,2023-12-19,2023-12-22
SYNCID0000001415,CA,AB,FORT MCMURRAY,7215,1.0,0.0,,2023-12-17
SYNCID0000001416,CA,MB,WINNIPEG,6351,1.0,59662.0,,2003-12-09
SYNCID0000001417,CA,ON,TORONTO,8651,1.0,325679.0,2004-06-09,2006-05-08
SYNCID0000001418,CA,ON,MEAFORD,other,0.0,0.0,,
SYNCID0000001419,CA,ON,MISSISSAUGA,4561,1.0,0.0,2022-12-07,
SYNCID0000001420,CA,ON,TILLSONBURG,,0.0,0.0,1967-08-06,2015-06-20
SYNCID0000001421,CA,ON,,4243,1.0,120884.0,2018-03-12,2018-03-29
SYNCID0000001422,CA,,other,7611,2.0,,2023-12-28,2024-01-01
SYNCID0000001423,CA,ON,ORANGEVILLE,2499,1.0,,2012-01-29,2013-04-25
SYNCID0000001424,CA,ON,TORONTO,8651,3.0,,,2018-09-10
SYNCID0000001425,CA,ON,HAMILTON,9712,1.0,47551.0,2017-10-07,2022-01-20
SYNCID0000001426,CA,AB,other,0412,1.0,1612.0,2007-04-24,2007-06-22
SYNCID0000001427,CA,NS,HALIFAX,4113,0.0,0.0,2012-06-17,2013-12-18
SYNCID0000001428,CA,,other,4219,3.0,433593.0,2022-02-14,2023-09-01
SYNCID0000001429,CA,ON,MISSISSAUGA,7292,3.0,0.0,2012-06-18,2013-05-23
SYNCID0000001430,CA,AB,EDMONTON,6031,5.0,,1998-04-15,2019-08-12
SYNCID0000001431,CA,MB,WINNIPEG,other,2.0,1241543.0,2020-06-19,2021-10-14
SYNCID0000001432,CA,,other,other,0.0,0.0,1991-12-30,1992-01-01
SYNCID0000001433,CA,ON,OTTAWA,4013,1.0,131561.0,2009-11-03,2010-01-21
SYNCID0000001434,CA,QC,LAVAL,4013,,,2013-02-26,2015-08-28
SYNCID0000001435,CA,ON,SUDBURY,7215,0.0,0.0,1997-03-09,1997-08-06
SYNCID0000001436,CA,,other,9121,4.0,,1995-06-28,1995-07-20
SYNCID0000001437,CA,,other,other,0.0,0.0,2023-03-15,2023-04-23
SYNCID0000001438,CA,ON,MEAFORD,8639,,156884.0,1999-04-15,2007-03-31
SYNCID0000001439,CA,AB,,2839,,0.0,2021-08-22,2022-12-01
SYNCID0000001440,CA,AB,EDMONTON,4561,,0.0,2023-12-21,2023-12-23
SYNCID0000001442,CA,BC,,4013,,1078888.0,2015-01-04,2015-06-06
SYNCID0000001443,CA,,other,7215,1.0,1.0,,2021-10-22
SYNCID0000001444,CA,NS,HALIFAX,6012,2.0,836607.0,2021-01-14,2022-02-16
SYNCID0000001445,CA,ON,NORTH YORK,8651,10.0,699889.0,1996-08-13,1996-09-30
SYNCID0000001446,CA,,other,8651,1.0,0.0,2023-10-16,2023-12-28
SYNCID0000001447,CA,AB,EDMONTON,4272,1.0,,2022-03-12,2022-06-02
SYNCID0000001448,CA,ON,NAPANEE,4013,1.0,,2018-01-25,2017-10-09
SYNCID0000001449,CA,ON,NORTH YORK,9614,1.0,57624.0,2020-09-04,2020-11-25
SYNCID0000001451,CA,BC,MCBRIDE,9712,1.0,44684.0,2006-07-25,2006-09-13
SYNCID0000001452,CA,ON,LONDON,4013,1.0,114110.0,2018-04-01,2018-05-09
SYNCID0000001453,CA,QC,MONTREAL,9999,0.0,0.0,2018-12-03,2019-01-01
SYNCID0000001454,CA,BC,MCBRIDE,8652,1.0,58451.0,2018-03-05,2018-11-17
SYNCID0000001455,CA,,other,7771,2.0,197226.0,2010-12-15,2010-12-20
SYNCID0000001456,CA,BC,VANCOUVER,7752,,1763607.0,2020-06-23,2020-08-07
SYNCID0000001457,CA,MB,WINNIPEG,7799,1.0,,2019-12-25,2019-12-30
SYNCID0000001458,CA,BC,TERRACE,7771,2.0,1.0,2021-11-03,2021-12-13
SYNCID0000001459,CA,QC,other,9953,1.0,126387.0,2018-03-10,
SYNCID0000001460,CA,AB,CHESTERMERE,4261,,1.0,2020-04-28,2023-12-30
SYNCID0000001461,CA,ON,OTTAWA,7771,1.0,0.0,2022-06-02,2023-10-10
SYNCID0000001462,CA,,other,9211,1.0,30836.0,2017-08-14,2017-08-19
SYNCID0000001463,CA,BC,LANGLEY,8652,2.0,,2022-03-21,2022-07-27
SYNCID0000001464,CA,ON,,6032,15.0,,1980-12-01,1991-03-19
SYNCID0000001465,CA,,other,8651,,116023.0,2022-12-02,2022-12-03
SYNCID0000001466,CA,BC,SURREY,7739,4.0,1.0,2012-02-07,2012-08-25
